organization,linkedin,position,startDate,endDate,status,department,seniority,person_id
ENOUGH,https://www.linkedin.com/company/enough-food,Supply Chain Analyst,2022-08,2024-10,INACTIVE,Other,Professional,224
ENOUGH,https://www.linkedin.com/company/enough-food,Supply Chain Analyst,2022-08,2024-10,INACTIVE,Other,Professional,224
ENOUGH,https://www.linkedin.com/company/enough-food,Data Analyst,2022-07,2022-09,INACTIVE,Information Technology,Professional,224
Morrisons,https://www.linkedin.com/company/morrisonsjobs,Customer Service Assistant,2015-03,2022-07,INACTIVE,Customer Support,Junior,224
G4S,https://www.linkedin.com/company/g4s,Event Assistant,2015-03,2018-09,INACTIVE,Marketing,Junior,224
Switch GmbH,https://www.linkedin.com/company/switchgmbh,Chief Executive Officer,2022-02,,ACTIVE,Other,Management,225
Wolfenbütteler Schwimmverein von 1921,https://www.linkedin.com/company/wolfenbütteler-schwimmverein-von-1921,Board Member (honorary),2018-04,2022-07,INACTIVE,Other,Management,225
Siemens,https://www.linkedin.com/company/siemens,Product Manager Trackguard Sinet,2020-04,2022-01,INACTIVE,Project Management,Professional,225
Siemens,https://www.linkedin.com/company/siemens,Risk Manager,2017-10,2020-03,INACTIVE,Other,Professional,225
Siemens,https://www.linkedin.com/company/siemens,Head of Service Coordination,2015-05,2017-09,INACTIVE,Customer Support,Lead,225
Siemens,https://www.linkedin.com/company/siemens,Escalation Manager,2015-05,2017-09,INACTIVE,Customer Support,Professional,225
Friedrich-Alexander-University of Erlangen-Nürnberg,,Research Assistent,2011-10,2015-01,INACTIVE,Other,Junior,225
Siemens Technik Akademie,,Lecturer,2007-10,2013-03,INACTIVE,Other,Professional,225
Siemens,https://www.linkedin.com/company/siemens,R&D Project Lead,2010-08,2011-09,INACTIVE,Project Management,Lead,225
Siemens,https://www.linkedin.com/company/siemens,System Test Lead,2007-04,2010-10,INACTIVE,Information Technology,Lead,225
Siemens,https://www.linkedin.com/company/siemens,Condition Monitoring Trainer,2008-03,2010-08,INACTIVE,Consulting,Professional,225
Comneon,https://www.linkedin.com/company/comneon,Graduate and student trainee,2004-04,2006-09,INACTIVE,Other,Junior,225
Bundeswehr (German Federal Armed Forces),https://www.linkedin.com/company/bundeswehr-german-federal-armed-forces,Basic Military Servic,2000-07,2001-07,INACTIVE,Other,Professional,225
"Triad Technologies, LLC",https://www.linkedin.com/company/triad-technologies-llc,Information Technology Business Analyst,2023-04,,ACTIVE,Information Technology,Professional,226
Trane Technologies,https://www.linkedin.com/company/tranetechnologies,Project Manager - Store/Warehouse Design and Merchandising,2022-03,2023-04,INACTIVE,Project Management,Professional,226
Trane Technologies,https://www.linkedin.com/company/tranetechnologies,Business Systems Analyst 2,2021-04,2022-03,INACTIVE,Information Technology,Professional,226
Trane,https://www.linkedin.com/company/trane,Business System Analyst,2018-01,2022-03,INACTIVE,Information Technology,Professional,226
SAP,https://www.linkedin.com/company/sap,Global VP and Head of Sustainability Innovation,2021-04,,ACTIVE,Other,Management,227
SAP,https://www.linkedin.com/company/sap,Head of Startup Engagements for S/4HANA and Digital Supply Chain,2019-09,,ACTIVE,Business Development,Lead,227
SAP,https://www.linkedin.com/company/sap,VP & Head of Future of Work Go-to-Market,2018-07,2019-09,INACTIVE,Marketing,Management,227
SAP,https://www.linkedin.com/company/sap,VP & Head of SAP Leonardo Machine Learning Business Development,2015,2018,INACTIVE,Business Development,Management,227
SAP,https://www.linkedin.com/company/sap,Head of Global Supply Chain Services,2012,2015,INACTIVE,Other,Lead,227
SAP,https://www.linkedin.com/company/sap,Head of Global EWM HUB,2010,2012,INACTIVE,Other,Lead,227
SAP,https://www.linkedin.com/company/sap,Consulting Manager and Head of EMEA Expert Consulting,2006,2010,INACTIVE,Consulting,Lead,227
SAP,https://www.linkedin.com/company/sap,Business Development Premium Support Engagements,2004-01,2006-06,INACTIVE,Business Development,Professional,227
SAP,https://www.linkedin.com/company/sap,Senior Solutions Consultant & Project Management,1998-06,2003-12,INACTIVE,Consulting,Senior,227
Bosch,https://www.linkedin.com/company/bosch,Working Student,1997,1998,INACTIVE,Other,Junior,227
Schaeffler,https://www.linkedin.com/company/schaeffler,Internship,1996,1996,INACTIVE,Other,Junior,227
Kaba,https://www.linkedin.com/company/dormakaba,Industrial Mechanic,1987-08,1992-01,INACTIVE,Other,Professional,227
Apple,https://www.linkedin.com/company/apple,Sr. Application Software Engineer,,,UNKNOWN,Information Technology,Senior,228
EIKONA AG,https://www.linkedin.com/company/eikona-logistics,Vorstandsvorsitzender,2019-03,,ACTIVE,Other,Management,229
EIKONA AG,https://www.linkedin.com/company/eikona-logistics,Geschäftsführer,2019-03,,ACTIVE,Other,Management,229
EIKONA AG,https://www.linkedin.com/company/eikona-logistics,Bereichsleitung Logistics / Projektmanager,2015-01,2019-02,INACTIVE,Other,Lead,229
MAINCOR Rohrsysteme GmbH & Co. KG,https://www.linkedin.com/company/maincor,IT-Leiter,2014-01,2014-12,INACTIVE,Information Technology,Lead,229
Maincor AG,https://www.linkedin.com/company/maincor-ag,IT-Leiter,2006-12,2013-12,INACTIVE,Information Technology,Lead,229
Julius-Maximilians-Universität Würzburg,,"Netwerkadministrator, Systembetreuer, Webmaster",2004-10,2006-12,INACTIVE,Information Technology,Professional,229
Principal Vermögensverwaltung AG,https://www.linkedin.com/company/principal-vermögensverwaltung-ag,Private Equity Investments,2017-12,,ACTIVE,Other,Professional,230
Proventis Partners AG,https://www.linkedin.com/company/proventispartners,Associate,2015-07,2017-11,INACTIVE,Other,Junior,230
Proventis Partners AG,https://www.linkedin.com/company/proventispartners,M&A/Corporate Finance Analyst,2013-08,2015-07,INACTIVE,Other,Professional,230
Aeris Capital AG,,Junior Analyst (Private Equity Investment Team),2010-12,2013-08,INACTIVE,Other,Junior,230
AXA Investment Managers,https://www.linkedin.com/company/axa-investment-managers,Student Risk Management,2008-09,2011-09,INACTIVE,Other,Junior,230
AVANI,https://www.linkedin.com/company/avanikumaon,Volunteer (Internship),2010-06,2010-08,INACTIVE,Other,Junior,230
AXA,https://www.linkedin.com/company/axa,Student Asset Management,2007-09,2010-02,INACTIVE,Administrative,Junior,230
AXA,https://www.linkedin.com/company/axa,Internship Asset Management,2007-06,2007-08,INACTIVE,Other,Junior,230
University of Central Lancashire,,DevOps Orchestration Manager,2025-01,,ACTIVE,Information Technology,Professional,231
University of Central Lancashire,,IT Infrastructure and Hosting Manager,2023-05,2025-02,INACTIVE,Information Technology,Professional,231
University of Central Lancashire,,Interim Head of IT Engineering,2021-05,2023-10,INACTIVE,Information Technology,Lead,231
University of Central Lancashire,,Senior IT Network Analyst,2020-01,2021-06,INACTIVE,Information Technology,Senior,231
University of Central Lancashire,,Learning Technologist,2013-02,2020-01,INACTIVE,Information Technology,Professional,231
University of Central Lancashire,,Senior Analyst,2008-03,2013-01,INACTIVE,Other,Senior,231
University of Central Lancashire,,Senior Analyst,2001-03,2008-10,INACTIVE,Other,Senior,231
Nervesystem Ltd,,Managing Director,2019-01,2024-03,INACTIVE,Other,Management,231
Valueworks Ltd,https://www.linkedin.com/company/valueworks-ltd,IT Manager,2007-11,2008-03,INACTIVE,Information Technology,Professional,231
Severnia,,Director,2002,2004,INACTIVE,Other,Director,231
Scanlite Visual Communications,,IT Manager,2000,2001,INACTIVE,Information Technology,Professional,231
SPAR Österreich,https://www.linkedin.com/company/spar-oesterreich,Leiter Expansion und Projektentwicklung,2010-09,,ACTIVE,Project Management,Lead,232
St. Louis Law Partnership,,Legal Services,,,UNKNOWN,Other,Professional,233
Amphasys,https://www.linkedin.com/company/amphasys,Head of Marketing: Promoting label-free cell analysis technology,2024-03,,ACTIVE,Marketing,Lead,234
Amphasys,https://www.linkedin.com/company/amphasys,Head of Marketing and Sales: Promoting label-free cell analysis technology,2020-01,2024-02,INACTIVE,Other,Lead,234
SCHRICKEL MARKETING,,Providing marketing services for the chemical industry,2019-06,2020-01,INACTIVE,Marketing,Professional,234
CABB AG,https://www.linkedin.com/company/cabb-chemicals,Market Intelligence Manager,2016-01,2019-05,INACTIVE,Marketing,Professional,234
CABB AG,https://www.linkedin.com/company/cabb-chemicals,Marketing Manager,2015-01,2015-12,INACTIVE,Marketing,Professional,234
CABB AG,https://www.linkedin.com/company/cabb-chemicals,New Business Development,2011,2014-12,INACTIVE,Business Development,Professional,234
CABB AG,https://www.linkedin.com/company/cabb-chemicals,Business Manager,2007-05,2011,INACTIVE,Business Development,Professional,234
SF-Chem,,Marketing Manager,2002,2007,INACTIVE,Marketing,Professional,234
Münzing Chemie,https://www.linkedin.com/company/munzing,Export Manager Europe,1996,2002,INACTIVE,Purchasing,Professional,234
University of Zaragoza,,Postdoc,1994,1996,INACTIVE,Other,Professional,234
Max Planck Institut für Strahlenchemie,https://www.linkedin.com/company/max-plank-institute,Postdoc,1993,1994,INACTIVE,Other,Professional,234
Autohaus Walter Mulfinger GmbH,https://www.linkedin.com/company/autohaus-walter-mulfinger-gmbh,Kfz-Mechatroniker,2006-09,,ACTIVE,Other,Professional,235
HEUSSINGER.de,https://www.linkedin.com/company/heussinger.de,Grafik Designer,1989-10,,ACTIVE,Marketing,Professional,236
Solid Technology Solutions,,Chief Technology Officer,2009-08,,ACTIVE,Information Technology,Management,237
The Evangelical Free Church of Lac la Biche,,Associate Pastor,2004-09,2009-05,INACTIVE,Other,Professional,237
Qatar Airways,https://www.linkedin.com/company/qatar-airways,Manager Regional Key Accounts Americas,2024-01,,ACTIVE,Sales,Professional,238
International Transportation and Logistics,,Sabbatical & Relocating from Switzerland to New York,2023-03,2023-12,INACTIVE,Other,Professional,238
Swiss International Air Lines,https://www.linkedin.com/company/swiss-international-air-lines,Senior Manager Global Sales Cargo,2022-04,2023-02,INACTIVE,Sales,Senior,238
Swiss International Air Lines,https://www.linkedin.com/company/swiss-international-air-lines,Head of Cargo Northeast-/Midwest USA & Canada,2017-07,2022-04,INACTIVE,Other,Lead,238
Swiss International Air Lines,https://www.linkedin.com/company/swiss-international-air-lines,Head of Cargo Northeast USA & Canada,2015-04,2017-06,INACTIVE,Other,Lead,238
Swiss International Air Lines,https://www.linkedin.com/company/swiss-international-air-lines,Senior Manager Flight Optimization Cargo,2013-09,2015-03,INACTIVE,Other,Senior,238
Swiss International Air Lines,https://www.linkedin.com/company/swiss-international-air-lines,Manager Flight Optimization Cargo,2010-07,2013-08,INACTIVE,Other,Professional,238
Swiss International Air Lines,https://www.linkedin.com/company/swiss-international-air-lines,Sales Management Europe Cargo,2007-01,2010-06,INACTIVE,Sales,Professional,238
Swiss International Air Lines,https://www.linkedin.com/company/swiss-international-air-lines,Cargo Sales Representative,2002-06,2006-12,INACTIVE,Sales,Professional,238
Gondrand,https://www.linkedin.com/company/ntggondrand,Air Freight Export,1996,1998,INACTIVE,Other,Professional,238
GE Healthcare,https://www.linkedin.com/company/gehealthcare,Digital Project Managerin Marketing,2020-03,,ACTIVE,Marketing,Professional,239
GE Healthcare,https://www.linkedin.com/company/gehealthcare,Marketing Communications Managerin,2015-04,2020-03,INACTIVE,Marketing,Professional,239
GE Healthcare,https://www.linkedin.com/company/gehealthcare,Trainee/ Junior Marketing Managerin,2013-10,2015-03,INACTIVE,Marketing,Junior,239
Novartis,https://www.linkedin.com/company/novartis,Intern Product Management / Marketing,2012-04,2012-09,INACTIVE,Marketing,Junior,239
L'Oréal,https://www.linkedin.com/company/loréal,Intern Recruitment & Employer Branding,2011-04,2011-09,INACTIVE,Human Resources,Junior,239
L'Oréal,https://www.linkedin.com/company/loréal,Intern Employer Branding,2010-10,2011-03,INACTIVE,Human Resources,Junior,239
Universitätsklinikum Tübingen,https://www.linkedin.com/company/universitätsklinikum-tübingen,Intern Nursing and Health Management,2008-11,2009-01,INACTIVE,Other,Junior,239
Beckmann Verlag,https://www.linkedin.com/company/beckmann-verlag,Mediaberater DpS - Fachzeitschrift f. Schädlingsbekämpfung/SalesManager DpS - Pest Control Magazine,2014-10,,ACTIVE,Sales,Professional,240
.,,.,,,UNKNOWN,Other,Professional,241
European Union Advisory Mission Ukraine (EUAM Ukraine),https://www.linkedin.com/company/euam-ukraine,Transport Officer,,,UNKNOWN,Other,Professional,242
European Union Mission in Armenia,https://www.linkedin.com/company/european-union-mission-in-armenia,Head of Logistics,2023-03,,ACTIVE,Other,Lead,242
European Union Advisory Mission Ukraine (EUAM Ukraine),https://www.linkedin.com/company/euam-ukraine,Head of Logistics,2018-01,2022-11,INACTIVE,Other,Lead,242
AXRO GmbH,https://www.linkedin.com/company/axro-gmbh,Data Analyst,2024-09,,ACTIVE,Information Technology,Professional,243
AXRO GmbH,https://www.linkedin.com/company/axro-gmbh,Junior Business Analytics Manager,2022-01,2024-09,INACTIVE,Information Technology,Junior,243
neuefische GmbH - School and Pool for Digital Talent,,Trainee Data Analytics,2021-04,2021-07,INACTIVE,Information Technology,Junior,243
Zauberfeder GmbH,https://www.linkedin.com/company/zauberfeder-gmbh,"Mitarbeiter für Vertrieb, Anzeigen und PR",2016-02,2021-03,INACTIVE,Marketing,Professional,243
Stiftung Freilichtmuseum am Kiekeberg,,Volontär in Projektentwicklung und Controlling,2015-06,2015-11,INACTIVE,Project Management,Junior,243
Western Digital,https://www.linkedin.com/company/western-digital,"Manager Program Management, Engineering",2016-05,2019-06,INACTIVE,Project Management,Professional,244
SanDisk,https://www.linkedin.com/company/sandisk,Engineering Program Manager,2013-06,2016-05,INACTIVE,Project Management,Professional,244
SMART Storage Systems,https://www.linkedin.com/company/smart-storage-systems,Customer Program Manager,2012-05,2013-06,INACTIVE,Customer Support,Professional,244
Suntron Corporation,https://www.linkedin.com/company/suntron-corporation,Customer Business Manager/Program Management Lead,2010-07,2011-11,INACTIVE,Project Management,Lead,244
Egenera,https://www.linkedin.com/company/egenera,Demand Planning Manager,2009-08,2010-07,INACTIVE,Purchasing,Professional,244
NewView EMS Corp.,,Senior Program Manager,2008-11,2009-03,INACTIVE,Project Management,Senior,244
ACT Electronics,https://www.linkedin.com/company/act-electronics,Senior Program Manager,2002-01,2008-10,INACTIVE,Project Management,Senior,244
WEVG Salzgitter GmbH & Co. KG,,kfm. Prokurist,2010-01,,ACTIVE,Other,Management,245
WEVG Salzgitter GmbH & Co. KG,,Teamleiter Steuern,2008-05,2009-12,INACTIVE,Other,Lead,245
PricewaterhouseCoopers WPG AG,https://www.linkedin.com/company/pwc,Senior Associate,2001-11,2008-04,INACTIVE,Other,Senior,245
CEIR - Center for Enterprise Information Research at University of Koblenz,https://www.linkedin.com/company/ceir,Professor,2006-10,,ACTIVE,Other,Professional,246
IBD | Integrated Business Design,https://www.linkedin.com/company/integrated-business-design,Founding Partner,2021-12,,ACTIVE,Other,Management,246
Edusco construction,,Directeur de la construction,2025-01,,ACTIVE,Other,Director,247
Groupe Pelco/Dmo,,Directeur projet,2023-03,,ACTIVE,Project Management,Director,247
Concept SJDL inc,,Entrepreneur general et consultat construction,2022-01,,ACTIVE,Consulting,Management,247
Concept43 inc,,Entrepreneur indépendant,2011-11,2022-01,INACTIVE,Other,Management,247
Construction Favco,https://www.linkedin.com/company/construction-favco,Directeur des opération et de la construction,2020-10,2021-12,INACTIVE,Project Management,Director,247
Construction Simco,https://www.linkedin.com/company/construction-simco,Directeur des opérations,2015-09,2020-03,INACTIVE,Other,Director,247
Construction NCL,https://www.linkedin.com/company/construction-ncl,Contre-maître,2010-10,2011-09,INACTIVE,Other,Lead,247
DMO Construction,,Contre-maître et chef d équipe,2008-03,2010-09,INACTIVE,Other,Lead,247
Curaleaf,https://www.linkedin.com/company/curaleaf,Chief Executive Officer,,,UNKNOWN,Other,Management,248
M H windows decor pvt ltd,,Director of Business Development,2000,,ACTIVE,Business Development,Director,249
Scheck Lagerhaus Transporte GmbH,https://www.linkedin.com/company/scheck-lagerhaus-transporte-gmbh,Neutraubling,1993-04,,ACTIVE,Other,Professional,250
ALTE OLDENBURGER Krankenversicherung AG,https://www.linkedin.com/company/alte-oldenburger-krankenversicherung-ag,Abteilungsdirektor Vertrieb,2009-04,,ACTIVE,Sales,Director,251
ALTE OLDENBURGER Krankenversicherung AG,https://www.linkedin.com/company/alte-oldenburger-krankenversicherung-ag,Versicherungskaufmann,1984-08,1986-06,INACTIVE,Other,Professional,251
Tetrao,https://www.linkedin.com/company/tetrao,Data Analyst (Sustainable & Fund Finance),2020-03,,ACTIVE,Other,Professional,252
nr docusafe,https://www.linkedin.com/company/nr-docusafe,Responsable d'exploitation Transport/Logistique,2019-09,2020-03,INACTIVE,Other,Lead,252
GROUPE MAUFFREY,https://www.linkedin.com/company/groupe-mauffrey,Chargé d'affaires,2014-10,2019-09,INACTIVE,Sales,Lead,252
GROUPE MAUFFREY,https://www.linkedin.com/company/groupe-mauffrey,"Exploitation, affrêtement, commercial, facturation",2013-01,2014-10,INACTIVE,Other,Professional,252
Dialie LLC,,Commercial,2012-05,2012-07,INACTIVE,Other,Professional,252
Decathlon France,https://www.linkedin.com/company/decathlon,Conseiller client,2011-07,2011-07,INACTIVE,Customer Support,Professional,252
