organization,position,startDate,endDate,status,department,seniority,person_id,job_count,job_duration_years
"Ministry of Labor, Social Solidarity and Family - Bucharest",Expert Assistant in PHARE Projects –Directorate for Strategies and Programs for Social Inclusion,2006-11,2007-10,INACTIVE,Project Management,Senior,164,9,0.915068493150685
Telenor,Senior Legal Advisor,2023-09,2025-12,ACTIVE,Other,Senior,165,6,2.252054794520548
Advokatfirmaet Haavind AS,Fast advokat,2022-03,2023-09,INACTIVE,Other,Professional,165,6,1.5041095890410958
Kvale Advokatfirma DA,Advokatfullmektig,2018-01,2022-03,INACTIVE,Other,Professional,165,6,4.164383561643835
Advokatfirmaet Schjødt,Stipendiat,2017-08,2017-12,INACTIVE,Other,Junior,165,6,0.33424657534246577
Advokatfirmaet Schjødt,Trainee,2017-03,2017-04,INACTIVE,Other,Junior,165,6,0.08493150684931507
PwC,Trainee,2015-11,2015-12,INACTIVE,Other,Junior,165,6,0.0821917808219178
TZ Garsten,Physiotherapeutin,2007-10,2025-12,ACTIVE,Other,Professional,166,1,18.18082191780822
Fraunhofer Institute of Machine Tools and Forming Technology,Research Associate,2019-10,2025-12,ACTIVE,Consulting,Junior,167,1,6.1726027397260275
medpirica,Geschäftsführender Gesellschafter,2011-04,2025-12,ACTIVE,Other,Management,168,5,14.67945205479452
IGES Institut GmbH,Marktforscher,2009-01,2011-01,INACTIVE,Marketing,Professional,168,5,2.0
YouGov/ psychonomics,Senior Project Manager,2003-01,2009-01,INACTIVE,Project Management,Senior,168,5,6.005479452054795
Verschiedene,Professional Freelancer,2002-01,2002-01,INACTIVE,Other,Professional,168,5,0.0
I+G Gesundheitsforschung,Junior-Projektleiter,2000-01,2001-01,INACTIVE,Project Management,Lead,168,5,1.0027397260273974
Harvey Nash,Finance Director Central Europe 🇩🇪🇨🇭🇵🇱,2023-06,2025-12,ACTIVE,Other,Director,169,7,2.504109589041096
Harvey Nash,Finance Director Germany | Prokurist,2021-04,2023-06,INACTIVE,Other,Director,169,7,2.1671232876712327
Harvey Nash,Head of Finance & Administration,2017-11,2021-03,INACTIVE,Other,Lead,169,7,3.3315068493150686
Harvey Nash,Financial Controller,2016-03,2017-10,INACTIVE,Other,Professional,169,7,1.5863013698630137
Harvey Nash,European Management Accountant,2010-07,2016-03,INACTIVE,Other,Professional,169,7,5.671232876712328
Harvey Nash,Assistant Financial Controller,2008-04,2010-06,INACTIVE,Other,Junior,169,7,2.1671232876712327
Harvey Nash,Financial Accountant,2007-05,2008-03,INACTIVE,Other,Professional,169,7,0.8356164383561644
U.S. Department of Labor,Senior Program Analyst (Immigration),2022-02,2025-12,ACTIVE,Other,Senior,170,8,3.8328767123287673
U.S. Department of Labor,Program Analyst (Immigration),2020-02,2022-02,INACTIVE,Project Management,Professional,170,8,2.0027397260273974
Bristol Bay Native Corporation,"Multiple Roles - Senior Program Manager, Supervisory Team Lead, Analyst",2016-05,2020-02,INACTIVE,Project Management,Lead,170,8,3.756164383561644
Special Counsel,eDiscovery / Document Review Attorney,2019-01,2020-01,INACTIVE,Other,Professional,170,8,1.0
"Sharma Law Offices, LLC",Attorney,2015-01,2016-01,INACTIVE,Other,Professional,170,8,1.0
State of Florida,Assistant General Counsel,2013-01,2014-01,INACTIVE,Other,Professional,170,8,1.0
Bristol Bay Native Corporation,Foreign Labor Certification Contract Program Analyst - Appeals,2010-01,2012-01,INACTIVE,Consulting,Professional,170,8,2.0
Rutledge Ecenia,Partner,1993-01,2005-03,INACTIVE,Business Development,Management,170,8,12.169863013698631
Benteler Distribution,Betriebsleiter,2012-09,2025-12,ACTIVE,Other,Lead,171,1,13.257534246575343
ZF Group,Chief Executive Officer,2023-01,2025-12,ACTIVE,Other,Management,172,5,2.9178082191780823
ZF Group,Member of the Board of Management,2018-10,2022-12,INACTIVE,Other,Management,172,5,4.16986301369863
ZF Group,Senior Vice President - Division Chassis Technology,2017-01,2018-09,INACTIVE,Other,Management,172,5,1.6657534246575343
ZF Group,Executive Vice President,2014-10,2016-12,INACTIVE,Other,Management,172,5,2.16986301369863
McKinsey & Company,Consultant - Düsseldorf / Chicago Office,1998-03,2014-09,INACTIVE,Consulting,Professional,172,5,16.515068493150686
Mediaschneider AG,Chief Strategy Officer (CSO),2023-01,2025-12,ACTIVE,Other,Management,173,5,2.9178082191780823
Publicis Media,Strategic Resources Director,2007-11,2022-12,INACTIVE,Business Development,Director,173,5,15.093150684931507
MEDIALOGICS,Head of Research,2002-10,2007-10,INACTIVE,Other,Lead,173,5,5.002739726027397
IFAK GmbH,Project Manager Market Research & Methodology,1999-10,2002-09,INACTIVE,Project Management,Professional,173,5,2.9205479452054797
ZMG Zeitungs Marketing Gesellschaft,Project Manager Research,1998-08,1999-09,INACTIVE,Project Management,Professional,173,5,1.084931506849315
SEVEN PRINCIPLES AG,Lead Consultant,2012-10,2017-07,INACTIVE,Consulting,Lead,174,4,4.750684931506849
PwC,Consultant,2011-10,2012-09,INACTIVE,Consulting,Professional,174,4,0.9205479452054794
Kochan & Partner,Project Manager,2008-08,2011-04,INACTIVE,Project Management,Professional,174,4,2.665753424657534
Sunny Systems GmbH,Network Solutions Director,2005-04,2006-07,INACTIVE,Information Technology,Director,174,4,1.2493150684931507
PMCS,CTO,2023-01,2025-12,ACTIVE,Information Technology,Management,175,1,2.9178082191780823
AVL,Software Developer,2011-01,2025-12,ACTIVE,Information Technology,Professional,176,2,14.926027397260274
Freelancer,Software Developer,2001-08,2010-12,INACTIVE,Information Technology,Professional,176,2,9.33972602739726
Vejle Brand,CTO,2024-03,2025-12,ACTIVE,Information Technology,Management,177,8,1.7534246575342465
Kodestuen,Self-Employed at Kodestuen ApS,2009-05,2025-12,ACTIVE,Other,Professional,177,8,16.5972602739726
Massive Dynamics,Founder and co-owner,2015-01,2017-09,INACTIVE,Other,Management,177,8,2.6684931506849314
NORRIQ,Microsoft .NET & Dynamics CRM Consultant,2008-04,2009-05,INACTIVE,Consulting,Professional,177,8,1.082191780821918
Vestas,Udviklingsteamleder,2007-08,2008-03,INACTIVE,Information Technology,Lead,177,8,0.5835616438356165
Sanistål A/S,E-business Consultant,2003-03,2007-08,INACTIVE,Consulting,Professional,177,8,4.421917808219178
Conscius,Software Developer,2000-12,2003-02,INACTIVE,Information Technology,Professional,177,8,2.16986301369863
Human Zoo,Developer,1999-08,2000-11,INACTIVE,Information Technology,Professional,177,8,1.2547945205479452
Trierischer Volksfreund,Vertrieb Außendienst,2023-01,2025-12,ACTIVE,Sales,Professional,178,1,2.9178082191780823
ACE Auto Club Europa e. V.,Projektkoordinator,2022-01,2025-12,ACTIVE,Project Management,Lead,179,5,3.9178082191780823
ACE Auto Club Europa e. V.,"Regionalbeauftragter Club Sachsen, Thüringen, Sachsen-Anhalt Süd",2021-06,2025-12,ACTIVE,Other,Lead,179,5,4.504109589041096
ACE Auto Club Europa e. V.,Regionalbeauftragter Club Bayern,2019-06,2021-06,INACTIVE,Other,Lead,179,5,2.0027397260273974
Europabüro I MEP Ismail Ertug,Politischer Referent I Büroleiter Europabüro,2018-06,2019-05,INACTIVE,Other,Lead,179,5,0.915068493150685
Europabüro I MEP Ismail Ertug,Wissenschaftlicher Assistent,2017-06,2018-05,INACTIVE,Other,Junior,179,5,0.915068493150685
Kroon & de Koning BV,Hoofd Bouwbureau,2021-09,2025-12,ACTIVE,Other,Lead,180,6,4.252054794520548
Kroon & de Koning BV,Projectleider,2015-07,2021-08,INACTIVE,Project Management,Lead,180,6,6.090410958904109
Dura Vermeer,Tendermanager,2014-01,2015-06,INACTIVE,Purchasing,Director,180,6,1.4136986301369863
BoAZ bouw,Owner,2009-01,2014-12,INACTIVE,Other,Management,180,6,5.917808219178082
Van Wijnen Groep NV,Projectleider,2004-12,2008-09,INACTIVE,Project Management,Lead,180,6,3.7534246575342465
HBG Woningbouw,Projectorganisator,1999-03,2004-12,INACTIVE,Project Management,Lead,180,6,5.758904109589041
Siemens Energy,Head of Package & Installation Design IGC,2023-09,2025-12,ACTIVE,Project Management,Lead,181,1,2.252054794520548
Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH,Director General Sector and Global Programmes,2025-05,2025-12,ACTIVE,Other,Director,182,2,0.5863013698630137
Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH,Landesdirektor,2023-09,2025-12,ACTIVE,Other,Director,182,2,2.252054794520548
Ground2air Assistance,Station Manager at Ground2Air in Palma de Mallorca,2021-05,2025-12,ACTIVE,Other,Lead,183,7,4.589041095890411
"AGA Airlines Ground Assistance, SL",Network & Ground Operations Coordinator,1997-10,2020-09,INACTIVE,Other,Lead,183,7,22.934246575342467
"AGA Airlines Ground Assistance, SL",Station Manager PMI Station,2000-12,2006-09,INACTIVE,Other,Lead,183,7,5.7534246575342465
Med AeroServices SL,Shift Staff / Shift Manager,1987-05,1997-10,INACTIVE,Other,Lead,183,7,10.427397260273972
Elite Electrodomésticos,Administration / Ware house manager,1990-01,1996-01,INACTIVE,Administrative,Lead,183,7,6.002739726027397
SEUR,Night Shift Operator,1990-01,1992-01,INACTIVE,Other,Professional,183,7,2.0
Catering Pequeño Mundo / Eurest,Shift staff / Production Manager,1981-01,1991-01,INACTIVE,Other,Lead,183,7,10.005479452054795
St. Walburga Krankenhaus Meschede GmbH,Bereichs PDL,2005-12,2025-12,ACTIVE,Other,Lead,184,1,20.013698630136986
TouchPoint Communication AG,Geschäftsinhaber,1985-01,2025-12,ACTIVE,Other,Management,186,1,40.942465753424656
APOGEPHA Arzneimittel GmbH,Geschäftsführer CFO,2024-03,2025-12,ACTIVE,Other,Management,187,7,1.7534246575342465
APOGEPHA Arzneimittel GmbH,"Director Finance&Controlling / Prokurist (Bereichsleiter mit Verantwortung IT, Einkauf)",2014-12,2024-03,INACTIVE,Other,Lead,187,7,9.254794520547945
Howden Turbowerke GmbH,Finance Director / CFO,2010-04,2014-11,INACTIVE,Other,Management,187,7,4.589041095890411
Signet Solar GmbH,Manager Finance (Accounting&Controlling),2009-05,2010-04,INACTIVE,Other,Professional,187,7,0.9178082191780822
Qimonda Dresden GmbH & Co. OHG,Manager Finance (Accounting&Controlling),2006-05,2009-04,INACTIVE,Other,Professional,187,7,2.9205479452054797
Infineon Technologies,Financial Analyst,2001-10,2006-04,INACTIVE,Other,Professional,187,7,4.501369863013698
Semiconductor300 GmbH (Siemens - Motorola JV),Financial Analyst,1999-03,2001-09,INACTIVE,Other,Professional,187,7,2.506849315068493
LABORATOIRE SION,Responsable des ressources humaines,2023-01,2025-12,ACTIVE,Human Resources,Lead,188,1,2.9178082191780823
ALPS ALPINE Europe,Senior Project Leader,2021-09,2025-12,ACTIVE,Project Management,Lead,189,7,4.252054794520548
Alpine Electronics GmbH,Produktmanager,2017-11,2021-09,INACTIVE,Project Management,Professional,189,7,3.835616438356164
Alpine Electronics GmbH,Senior Project Manager,2012-08,2017-10,INACTIVE,Project Management,Senior,189,7,5.16986301369863
Alpine Electronics GmbH,Project Manager,2010-04,2012-07,INACTIVE,Project Management,Professional,189,7,2.252054794520548
Alpine Electronics R&D Europe GmbH,Functional Owner im Bereich Diagnose und Systemfunktionen,2007-04,2010-03,INACTIVE,Information Technology,Lead,189,7,2.9178082191780823
Alpine Electronics GmbH,Senior Software Engineer,2006-08,2007-03,INACTIVE,Information Technology,Senior,189,7,0.5808219178082191
Alpine Electronics GmbH,Embedded Software Ingenieur,2004-10,2006-07,INACTIVE,Information Technology,Professional,189,7,1.747945205479452
Ygdrasil Press,"Editor, Publisher",2023-01,2025-12,ACTIVE,Other,Professional,190,1,2.9178082191780823
August Gschwander Transport GmbH,Selbstständig,2023-01,2025-12,ACTIVE,Other,Professional,191,1,2.9178082191780823
Alium Technology AG,Verwaltungsratsvorsitzender,2015-01,2025-12,ACTIVE,Other,Management,192,5,10.923287671232877
Société Horlogère Reconvilier AG,CEO,2009-12,2015-01,INACTIVE,Other,Management,192,5,5.087671232876712
freenet AG/mobilcom-debitel,CEO,1999-01,2009-01,INACTIVE,Other,Management,192,5,10.008219178082191
"freenet.de AG, Hamburg",CEO,1999-01,2009-01,INACTIVE,Other,Management,192,5,10.008219178082191
Booz & Company,Management Consultant,1993-01,1997-01,INACTIVE,Consulting,Professional,192,5,4.002739726027397
HWK Erfurt,Dozent/ Ausbilder,2005-11,2025-12,ACTIVE,Other,Professional,193,1,20.095890410958905
VID vitenskapelige høgskole,"Teamleder arkitektur, drift og sikkerhet IT-seksjonen VID",2019-06,2025-12,ACTIVE,Information Technology,Lead,194,1,6.506849315068493
"AMI Mechanical, Inc.",Mechanical Engineer,2015-07,2015-09,INACTIVE,Other,Professional,195,1,0.16986301369863013
Winkelmann Group,Dualer Student,2018-08,2023-01,INACTIVE,Other,Junior,196,1,4.421917808219178
Ecole Hôtelière de Genève | EHG,Responsable technique,2016-08,2025-12,ACTIVE,Information Technology,Lead,197,7,9.33972602739726
MORI PISCINES SA,Responsable magasinier,2012-04,2015-05,INACTIVE,Purchasing,Lead,197,7,3.0821917808219177
HEXAGONE MANUFACTURE,Représentant technico-commercial,2006-10,2012-03,INACTIVE,Sales,Professional,197,7,5.419178082191781
DESA AUTOGLASS AG,Technicien pour vitrage automobile,2005-09,2006-09,INACTIVE,Other,Professional,197,7,1.0
Touring Club Suisse,Patrouilleur,2001-07,2003-11,INACTIVE,Other,Professional,197,7,2.336986301369863
Grand Garage Plan-les-Ouates,Magasinier,2000-07,2001-06,INACTIVE,Other,Professional,197,7,0.9178082191780822
Little Cars Garage,Chef d'atelier,1998-08,2000-05,INACTIVE,Other,Lead,197,7,1.7506849315068493
Luxcenture,Partner,2023-08,2025-12,ACTIVE,Business Development,Management,198,11,2.336986301369863
Weber Advisory Consulting,Founder,2015-12,2025-12,ACTIVE,Other,Management,198,11,10.008219178082191
CROWDLITOKEN,CFO,2022-04,2022-12,INACTIVE,Other,Management,198,11,0.6684931506849315
Mercury Forex AG,Portfolio Manager,2016-01,2020-09,INACTIVE,Other,Professional,198,11,4.671232876712328
Independent Trader and Consultant,Trader,2014-04,2016-01,INACTIVE,Other,Professional,198,11,1.7534246575342465
A&M Trading Capital AG,Portfolio Manager,2012-01,2014-04,INACTIVE,Other,Professional,198,11,2.249315068493151
UBS FX Sales Institutional and private clients,Executive Director,1998-10,2011-11,INACTIVE,Other,Management,198,11,13.093150684931507
UBS FX Sales Institutional and private clients,FX Sales,1998-01,2011-01,INACTIVE,Sales,Professional,198,11,13.008219178082191
UBS FX Sales Institutional and private clients,FX Advisory DAC,1998-01,2011-01,INACTIVE,Consulting,Professional,198,11,13.008219178082191
Quorum Trading,Founding Partner,1996-05,1998-09,INACTIVE,Other,Management,198,11,2.336986301369863
ABN AMRO Bank N.V.,"Forex dealer, spot, forward, FX-Sales",1989-03,1996-04,INACTIVE,Sales,Professional,198,11,7.090410958904109
Mittelstars,Geschäftsführer und Podcast-Host,2024-01,2025-12,ACTIVE,Other,Management,199,7,1.917808219178082
Firstlead GmbH / ADCELL,Geschäftsführender Gesellschafter,2004-05,2025-12,ACTIVE,Other,Management,199,7,21.6
Bermuc Holding GmbH,Geschäftsführender Gesellschafter,2015-04,2025-12,ACTIVE,Other,Management,199,7,10.676712328767124
Businessangels.de,Geschäftsführender Gesellschafter,2003-01,2025-12,ACTIVE,Other,Management,199,7,22.931506849315067
Smartbroker Holding AG,Aufsichtsrat,2020-08,2025-12,ACTIVE,Other,Management,199,7,5.336986301369863
Smart Shopping and Saving GmbH,Geschäftsführer,2009-01,2019-07,INACTIVE,Other,Management,199,7,10.501369863013698
Entsorgung Punkt DE GmbH,Entsorgung Punkt DE GmbH,2003-01,2018-12,INACTIVE,Other,Professional,199,7,15.926027397260274
F Henningsen ApS,Business Consultant,2016-06,2025-12,ACTIVE,Consulting,Professional,200,16,9.506849315068493
Taasinge Elementer,Business Development Consultant,2024-01,2024-10,INACTIVE,Consulting,Professional,200,16,0.7506849315068493
Nordic Build,MD / Adm. Direktør,2022-05,2023-11,INACTIVE,Other,Director,200,16,1.5041095890410958
Domu A/S,"COO, Factory Director",2020-08,2022-04,INACTIVE,Other,Management,200,16,1.6657534246575343
Taasinge Elementer,"COO, Supply Chain Director, Co-owner",2017-08,2019-06,INACTIVE,Other,Management,200,16,1.832876712328767
Taasinge Elementer,Director / Co-owner,2016-08,2017-07,INACTIVE,Other,Director,200,16,0.915068493150685
Taasinge Elementer,"Director, Element Division",2014-11,2016-07,INACTIVE,Other,Director,200,16,1.6657534246575343
Andresen Towers A/S,Procurement & Logistic Manager,2011-11,2014-10,INACTIVE,Purchasing,Professional,200,16,2.9178082191780823
Hjem-IS A/S,Nordic Supply Chain Manager,2010-05,2011-10,INACTIVE,Other,Professional,200,16,1.4191780821917808
Planova A/S,Supply Chain Manager,2008-12,2010-04,INACTIVE,Other,Professional,200,16,1.3315068493150686
Ib Andresen Industri A/S,Logistics & Quality Manager,2007-08,2008-11,INACTIVE,Other,Professional,200,16,1.2547945205479452
Ib Andresen Industri A/S,Logistics Manager,2002-02,2007-07,INACTIVE,Other,Professional,200,16,5.413698630136986
Riegens A/S,Project Engineer,2000-02,2002-01,INACTIVE,Project Management,Professional,200,16,1.917808219178082
International Brigade / Nato,OBS Sergeant,1997-07,1998-01,INACTIVE,Other,Professional,200,16,0.5041095890410959
McDonalds DK,Manager,1990-01,1998-01,INACTIVE,Other,Professional,200,16,8.005479452054795
Danske Livregiment (Army),OBS Sergeant,1993-01,1994-11,INACTIVE,Other,Professional,200,16,1.832876712328767
Instituto Vladimir Herzog,President Of The Board Of Directors,2017-07,2025-12,ACTIVE,Other,Management,201,14,8.424657534246576
Instituto Vladimir Herzog,Executive Managing Director,2009-06,2017-07,INACTIVE,Other,Management,201,14,8.087671232876712
Beerpizza,Company Owner,2018-12,2021-08,INACTIVE,Other,Management,201,14,2.6684931506849314
EMPRESA METROPOLITANA DE TRANSPORTES URBANOS DE SÃO PAULO – EMTU/SP,President Advisor,2011-02,2011-05,INACTIVE,Consulting,Management,201,14,0.24383561643835616
SECRETARY of PLANNING and ECONOMICS,Assessor,2009-04,2011-01,INACTIVE,Other,Professional,201,14,1.7534246575342465
IRGA,Consultant,2007-06,2007-12,INACTIVE,Consulting,Professional,201,14,0.5013698630136987
